book,chapter,verse,query,retry_applied,raw_hit_count_initial,raw_hit_count_final,has_result_initial,items_count_initial,organic_items_count_initial,has_result_final,items_count_final,organic_items_count_final,log10_raw_hit_count,z_log10_raw_hit_count,minmax_log10_raw_hit_count,fusion_score,,,,,,,
Proverbs,7,2,Proverbs 7:2,FALSE,1030000,1030000,TRUE,9,9,TRUE,9,9,6.012838,0.280798,0.825309,0.713905,,,,,,,
Proverbs,7,3,Proverbs 7:3,FALSE,771000,771000,TRUE,10,10,TRUE,10,10,5.887055,0.073372,0.808045,0.689718,,,,,,,
Proverbs,7,4,Proverbs 7:4,FALSE,616000,616000,TRUE,9,9,TRUE,9,9,5.789581,-0.087371,0.794666,0.670975,,,,,,,
Proverbs,7,5,Proverbs 7:5,FALSE,698000,698000,TRUE,9,9,TRUE,9,9,5.843856,0.002133,0.802115,0.681411,,,,,,,
Proverbs,7,6,Proverbs 7:6,FALSE,810000,810000,TRUE,9,9,TRUE,9,9,5.908486,0.108712,0.810986,0.693839,,,,,,,
Proverbs,7,7,Proverbs 7:7,FALSE,1550000,1550000,TRUE,9,9,TRUE,9,9,6.190332,0.573501,0.849672,0.748036,,,,,,,
Proverbs,7,8,Proverbs 7:8,FALSE,6050000,6050000,TRUE,8,8,TRUE,8,8,6.781755,1.548809,0.930849,0.861763,,,,,,,
Proverbs,7,9,Proverbs 7:9,FALSE,4100000,4100000,TRUE,8,8,TRUE,8,8,6.612784,1.27016,0.907657,0.829271,,,,,,,
Proverbs,7,10,Proverbs 7:10,FALSE,3980000,3980000,TRUE,9,9,TRUE,9,9,6.599883,1.248886,0.905886,0.826791,,,,,,,
Proverbs,7,11,Proverbs 7:11,FALSE,1660000,1660000,TRUE,10,10,TRUE,10,10,6.220108,0.622605,0.853759,0.753762,,,,,,,
Proverbs,7,12,Proverbs 7:12,FALSE,1390000,1390000,TRUE,9,9,TRUE,9,9,6.143015,0.495472,0.843177,0.738938,,,,,,,
Proverbs,7,13,Proverbs 7:13,FALSE,1670000,1670000,TRUE,10,10,TRUE,10,10,6.222717,0.626906,0.854117,0.754264,,,,,,,
Proverbs,7,14,Proverbs 7:14,FALSE,1880000,1880000,TRUE,10,10,TRUE,10,10,6.274158,0.711737,0.861178,0.764156,,,,,,,
Proverbs,7,15,Proverbs 7:15,FALSE,1520000,1520000,TRUE,10,10,TRUE,10,10,6.181844,0.559504,0.848507,0.746404,,,,,,,
Proverbs,7,16,Proverbs 7:16,FALSE,645000,645000,TRUE,9,9,TRUE,9,9,5.80956,-0.054424,0.797408,0.674816,,,,,,,
Proverbs,7,17,Proverbs 7:17,FALSE,485000,485000,TRUE,10,9,TRUE,10,9,5.685743,-0.258609,0.780413,0.651007,,,,,,,
Proverbs,7,18,Proverbs 7:18,FALSE,505000,505000,TRUE,9,9,TRUE,9,9,5.703292,-0.229669,0.782822,0.654382,,,,,,,
Proverbs,7,19,Proverbs 7:19,FALSE,391000,391000,TRUE,10,10,TRUE,10,10,5.592178,-0.412906,0.76757,0.633015,,,,,,,
Proverbs,7,20,Proverbs 7:20,FALSE,422000,422000,TRUE,10,10,TRUE,10,10,5.625313,-0.358262,0.772118,0.639387,,,,,,,
Proverbs,7,21,Proverbs 7:21,FALSE,845000,845000,TRUE,10,10,TRUE,10,10,5.926857,0.139009,0.813508,0.697372,,,,,,,
Proverbs,7,22,Proverbs 7:22,FALSE,905000,905000,TRUE,10,10,TRUE,10,10,5.956649,0.188138,0.817597,0.703101,,,,,,,
Proverbs,7,23,Proverbs 7:23,FALSE,391000,391000,TRUE,9,9,TRUE,9,9,5.592178,-0.412906,0.76757,0.633015,,,,,,,
Proverbs,7,24,Proverbs 7:24,FALSE,1080000,1080000,TRUE,10,10,TRUE,10,10,6.033424,0.314747,0.828135,0.717864,,,,,,,
Proverbs,7,25,Proverbs 7:25,FALSE,471000,471000,TRUE,10,10,TRUE,10,10,5.673022,-0.279587,0.778667,0.648561,,,,,,,
Proverbs,7,26,Proverbs 7:26,FALSE,643000,643000,TRUE,10,10,TRUE,10,10,5.808212,-0.056648,0.797223,0.674557,,,,,,,
Proverbs,7,27,Proverbs 7:27,FALSE,311000,311000,TRUE,9,9,TRUE,9,9,5.492762,-0.576851,0.753925,0.613898,,,,,,,
Proverbs,8,1,Proverbs 8:1,FALSE,3200000,3200000,TRUE,10,10,TRUE,10,10,6.50515,1.092663,0.892883,0.808574,,,,,,,
Proverbs,8,2,Proverbs 8:2,FALSE,1220000,1220000,TRUE,10,10,TRUE,10,10,6.08636,0.402043,0.835401,0.728043,,,,F205:F239,,,
Proverbs,8,3,Proverbs 8:3,FALSE,843000,843000,TRUE,10,10,TRUE,10,10,5.925828,0.137312,0.813366,0.697174,,,,,,,
Proverbs,8,4,Proverbs 8:4,FALSE,789000,789000,TRUE,10,10,TRUE,10,10,5.897078,0.0899,0.80942,0.691645,,,,,,,
Proverbs,8,5,Proverbs 8:5,FALSE,819000,819000,TRUE,10,10,TRUE,10,10,5.913284,0.116626,0.811645,0.694762,,,,,,,
Proverbs,8,6,Proverbs 8:6,FALSE,883000,883000,TRUE,10,10,TRUE,10,10,5.945961,0.170513,0.81613,0.701045,,,,,,,
Proverbs,8,7,Proverbs 8:7,FALSE,792000,792000,TRUE,8,8,TRUE,8,8,5.898726,0.092618,0.809646,0.691962,,,,,,,
Proverbs,8,8,Proverbs 8:8,FALSE,1200000,1200000,TRUE,10,10,TRUE,10,10,6.079182,0.390205,0.834415,0.726663,,,,,,,
Proverbs,8,9,Proverbs 8:9,FALSE,6430000,6430000,TRUE,9,9,TRUE,9,9,6.808211,1.592436,0.93448,0.866851,,,,,,,
Proverbs,8,10,Proverbs 8:10,FALSE,4140000,4140000,TRUE,9,9,TRUE,9,9,6.617,1.277114,0.908235,0.830082,,,,,,,
Proverbs,8,11,Proverbs 8:11,FALSE,2180000,2180000,TRUE,8,8,TRUE,8,8,6.338457,0.817771,0.870003,0.77652,,,,,,,
Proverbs,8,12,Proverbs 8:12,FALSE,1930000,1930000,TRUE,9,9,TRUE,9,9,6.285558,0.730536,0.862742,0.766348,,,,,,,
Proverbs,8,13,Proverbs 8:13,FALSE,1020000,1020000,TRUE,9,9,TRUE,9,9,6.008601,0.273811,0.824728,0.713091,,,,,,,
Proverbs,8,14,Proverbs 8:14,FALSE,1040000,1040000,TRUE,9,9,TRUE,9,9,6.017034,0.287718,0.825885,0.714712,,,,,,,
Proverbs,8,15,Proverbs 8:15,FALSE,807000,807000,TRUE,10,10,TRUE,10,10,5.906874,0.106055,0.810765,0.693529,,,,,,,
Proverbs,8,16,Proverbs 8:16,FALSE,1250000,1250000,TRUE,10,10,TRUE,10,10,6.09691,0.419441,0.836849,0.730072,,,,,,,
Proverbs,8,17,Proverbs 8:17,FALSE,848000,848000,TRUE,8,8,TRUE,8,8,5.928396,0.141547,0.813719,0.697668,,,,,,,
Proverbs,8,18,Proverbs 8:18,FALSE,985000,985000,TRUE,10,10,TRUE,10,10,5.993437,0.248804,0.822646,0.710175,,,,,,,
Proverbs,8,19,Proverbs 8:19,FALSE,431000,431000,TRUE,10,10,TRUE,10,10,5.634478,-0.343149,0.773376,0.641149,,,,,,,
Proverbs,8,20,Proverbs 8:20,FALSE,503000,503000,TRUE,10,10,TRUE,10,10,5.701569,-0.232511,0.782585,0.65405,,,,,,,
Proverbs,8,21,Proverbs 8:21,FALSE,866000,866000,TRUE,7,6,TRUE,7,6,5.937518,0.15659,0.814971,0.699422,,,,,,,
Proverbs,8,22,Proverbs 8:22,FALSE,1080000,1080000,TRUE,10,10,TRUE,10,10,6.033424,0.314747,0.828135,0.717864,,,,,,,
Proverbs,8,23,Proverbs 8:23,FALSE,386000,386000,TRUE,9,9,TRUE,9,9,5.586588,-0.422123,0.766803,0.63194,,,,,,,
Proverbs,8,24,Proverbs 8:24,FALSE,382000,382000,TRUE,10,10,TRUE,10,10,5.582064,-0.429583,0.766182,0.63107,,,,,,,
Proverbs,8,25,Proverbs 8:25,FALSE,338000,338000,TRUE,9,9,TRUE,9,9,5.528918,-0.517227,0.758887,0.620851,,,,,,,
Proverbs,8,26,Proverbs 8:26,FALSE,664000,664000,TRUE,10,10,TRUE,10,10,5.822169,-0.033631,0.799138,0.677241,,,,,,,
Proverbs,8,27,Proverbs 8:27,FALSE,379000,379000,TRUE,10,10,TRUE,10,10,5.57864,-0.43523,0.765712,0.630412,,,,,,,
Proverbs,8,28,Proverbs 8:28,FALSE,1940000,1940000,TRUE,10,10,TRUE,10,10,6.287802,0.734237,0.86305,0.766779,,,,,,,
Proverbs,8,29,Proverbs 8:29,FALSE,443000,443000,TRUE,9,9,TRUE,9,9,5.646405,-0.323481,0.775013,0.643443,,,,,,,
Proverbs,8,30,Proverbs 8:30,FALSE,745000,745000,TRUE,9,9,TRUE,9,9,5.872157,0.048803,0.806,0.686853,,,,,,,
Proverbs,8,31,Proverbs 8:31,FALSE,814000,814000,TRUE,10,10,TRUE,10,10,5.910625,0.112241,0.81128,0.694251,,,,,,,
Proverbs,8,32,Proverbs 8:32,FALSE,897000,897000,TRUE,9,9,TRUE,9,9,5.952793,0.181779,0.817068,0.702359,,,,,,,
Proverbs,8,33,Proverbs 8:33,FALSE,266000,266000,TRUE,8,8,TRUE,8,8,5.424883,-0.688789,0.744608,0.600845,,,,,,,
Proverbs,8,34,Proverbs 8:34,FALSE,379000,379000,TRUE,9,9,TRUE,9,9,5.57864,-0.43523,0.765712,0.630412,,,,,,,
Proverbs,8,35,Proverbs 8:35,FALSE,385000,385000,TRUE,9,9,TRUE,9,9,5.585462,-0.423981,0.766649,0.631724,,,,,,,
Proverbs,8,36,Proverbs 8:36,FALSE,702000,702000,TRUE,10,10,TRUE,10,10,5.846338,0.006225,0.802456,0.681889,,,,,,,
Proverbs,9,1,Proverbs 9:1,FALSE,3990000,3990000,TRUE,9,9,TRUE,9,9,6.600973,1.250683,0.906035,0.827,,,,,F240:F257,,
Proverbs,9,2,Proverbs 9:2,FALSE,3190000,3190000,TRUE,9,9,TRUE,9,9,6.503791,1.090421,0.892696,0.808313,,,,,,,
Proverbs,9,3,Proverbs 9:3,FALSE,2790000,2790000,TRUE,10,10,TRUE,10,10,6.445604,0.994467,0.88471,0.797124,,,,,,,
Proverbs,9,4,Proverbs 9:4,FALSE,2720000,2720000,TRUE,10,10,TRUE,10,10,6.434569,0.976269,0.883195,0.795002,,,,,,,
Proverbs,9,5,Proverbs 9:5,FALSE,1540000,1540000,TRUE,10,10,TRUE,10,10,6.187521,0.568866,0.849286,0.747496,,,,,,,
Proverbs,9,6,Proverbs 9:6,FALSE,2950000,2950000,TRUE,10,10,TRUE,10,10,6.469822,1.034404,0.888034,0.801781,,,,,,,
Proverbs,9,7,Proverbs 9:7,FALSE,1420000,1420000,TRUE,10,10,TRUE,10,10,6.152289,0.510764,0.84445,0.740721,,,,,,,
Proverbs,9,8,Proverbs 9:8,FALSE,1390000,1390000,TRUE,8,8,TRUE,8,8,6.143015,0.495472,0.843177,0.738938,,,,,,,
Proverbs,9,9,Proverbs 9:9,FALSE,2640000,2640000,TRUE,8,8,TRUE,8,8,6.421604,0.954888,0.881416,0.792509,,,,,,,
Proverbs,9,10,Proverbs 9:10,FALSE,15400000,15400000,TRUE,7,7,TRUE,7,7,7.187521,2.21795,0.986544,0.93979,,,,,,,
Proverbs,9,11,Proverbs 9:11,FALSE,3840000,3840000,TRUE,9,9,TRUE,9,9,6.584331,1.223239,0.903751,0.8238,,,,,,,
Proverbs,9,12,Proverbs 9:12,FALSE,1450000,1450000,TRUE,10,10,TRUE,10,10,6.161368,0.525738,0.845696,0.742467,,,,,,,
Proverbs,9,13,Proverbs 9:13,FALSE,1320000,1320000,TRUE,8,8,TRUE,8,8,6.120574,0.458465,0.840097,0.734622,,,,,,,
Proverbs,9,14,Proverbs 9:14,FALSE,901000,901000,TRUE,10,10,TRUE,10,10,5.954725,0.184966,0.817333,0.702731,,,,,,,
Proverbs,9,15,Proverbs 9:15,FALSE,825000,825000,TRUE,10,10,TRUE,10,10,5.916454,0.121854,0.81208,0.695372,,,,,,,
Proverbs,9,16,Proverbs 9:16,FALSE,1320000,1320000,TRUE,10,10,TRUE,10,10,6.120574,0.458465,0.840097,0.734622,,,,,,,
Proverbs,9,17,Proverbs 9:17,FALSE,502000,502000,TRUE,8,7,TRUE,8,7,5.700705,-0.233936,0.782467,0.653884,,,,,,,
Proverbs,9,18,Proverbs 9:18,FALSE,456000,456000,TRUE,9,9,TRUE,9,9,5.658966,-0.302767,0.776738,0.645858,,,,,,,
Proverbs,10,1,Proverbs 10:1,FALSE,2400000,2400000,TRUE,10,10,TRUE,10,10,6.380211,0.886628,0.875734,0.784549,,,,,F258:F289,,
Proverbs,10,2,Proverbs 10:2,FALSE,978000,978000,TRUE,9,9,TRUE,9,9,5.990339,0.243696,0.822221,0.709579,,,,,,,
Proverbs,10,3,Proverbs 10:3,FALSE,819000,819000,TRUE,9,9,TRUE,9,9,5.913284,0.116626,0.811645,0.694762,,,,,,,
Proverbs,10,4,Proverbs 10:4,FALSE,1790000,1790000,FALSE,0,0,FALSE,0,0,0,0,0,0,,,,,,,
Proverbs,10,5,Proverbs 10:5,FALSE,886000,886000,TRUE,10,9,TRUE,10,9,5.947434,0.172942,0.816332,0.701329,,,,,,,
Proverbs,10,6,Proverbs 10:6,FALSE,533000,533000,TRUE,9,9,TRUE,9,9,5.726728,-0.191021,0.786038,0.658888,,,,,,,
Proverbs,10,7,Proverbs 10:7,FALSE,612000,612000,TRUE,8,8,TRUE,8,8,5.786752,-0.092036,0.794277,0.670431,,,,,,,
Proverbs,10,8,Proverbs 10:8,FALSE,690000,690000,TRUE,9,9,TRUE,9,9,5.83885,-0.006123,0.801428,0.680449,,,,,,,
Proverbs,10,9,Proverbs 10:9,FALSE,1890000,1890000,TRUE,8,8,TRUE,8,8,6.276462,0.715537,0.861494,0.764599,,,,,,,
Proverbs,10,10,Proverbs 10:10,FALSE,2680000,2860000,FALSE,0,0,FALSE,0,0,0,0,0,0,,,,,,,
Proverbs,10,11,Proverbs 10:11,FALSE,4790000,4790000,TRUE,8,8,TRUE,8,8,6.680336,1.381559,0.916929,0.842261,,,,,,,
Proverbs,10,12,Proverbs 10:12,FALSE,6670000,6670000,TRUE,8,8,TRUE,8,8,6.824126,1.618681,0.936665,0.869911,,,,,,,
Proverbs,10,13,Proverbs 10:13,FALSE,2630000,2630000,TRUE,10,10,TRUE,10,10,6.419956,0.95217,0.881189,0.792192,,,,,,,
Proverbs,10,14,Proverbs 10:14,FALSE,1410000,1410000,TRUE,9,9,TRUE,9,9,6.149219,0.505703,0.844029,0.740131,,,,,,,
Proverbs,10,15,Proverbs 10:15,FALSE,1420000,1420000,TRUE,10,10,TRUE,10,10,6.152289,0.510764,0.84445,0.740721,,,,,,,
Proverbs,10,16,Proverbs 10:16,FALSE,864000,864000,TRUE,10,10,TRUE,10,10,5.936514,0.154934,0.814833,0.699229,,,,,,,
Proverbs,10,17,Proverbs 10:17,FALSE,1880000,1880000,TRUE,9,9,TRUE,9,9,6.274158,0.711737,0.861178,0.764156,,,,,,,
Proverbs,10,18,Proverbs 10:18,FALSE,864000,864000,TRUE,9,9,TRUE,9,9,5.936514,0.154934,0.814833,0.699229,,,,,,,
Proverbs,10,19,Proverbs 10:19,FALSE,1350000,1350000,TRUE,8,8,TRUE,8,8,6.130334,0.47456,0.841437,0.736499,,,,,,,
Proverbs,10,20,Proverbs 10:20,FALSE,885000,885000,TRUE,9,9,TRUE,9,9,5.946944,0.172133,0.816265,0.701234,,,,,,,
Proverbs,10,21,Proverbs 10:21,FALSE,456000,456000,TRUE,9,9,TRUE,9,9,5.658966,-0.302767,0.776738,0.645858,,,,,,,
Proverbs,10,22,Proverbs 10:22,FALSE,1010000,1010000,TRUE,7,7,TRUE,7,7,6.004322,0.266755,0.82414,0.712268,,,,,,,
Proverbs,10,23,Proverbs 10:23,FALSE,718000,718000,TRUE,9,9,TRUE,9,9,5.856125,0.022366,0.803799,0.683771,,,,,,,
Proverbs,10,24,Proverbs 10:24,FALSE,649000,649000,TRUE,9,9,TRUE,9,9,5.812245,-0.049996,0.797776,0.675333,,,,,,,
Proverbs,10,25,Proverbs 10:25,FALSE,1220000,1220000,TRUE,10,10,TRUE,10,10,6.08636,0.402043,0.835401,0.728043,,,,,,,
Proverbs,10,26,Proverbs 10:26,FALSE,397000,397000,TRUE,8,8,TRUE,8,8,5.598792,-0.401999,0.768478,0.634287,,,,,,,
Proverbs,10,27,Proverbs 10:27,FALSE,948000,948000,FALSE,0,0,FALSE,0,0,0,0,0,0,,,,,,,
Proverbs,10,28,Proverbs 10:28,FALSE,581000,581000,TRUE,8,8,TRUE,8,8,5.764177,-0.129265,0.791179,0.666089,,,,,,,
Proverbs,10,29,Proverbs 10:29,FALSE,478000,478000,TRUE,8,8,TRUE,8,8,5.679429,-0.269022,0.779546,0.649793,,,,,,,
Proverbs,10,30,Proverbs 10:30,FALSE,1070000,1070000,TRUE,9,9,TRUE,9,9,6.029384,0.308085,0.82758,0.717087,,,,,,,
Proverbs,10,31,Proverbs 10:31,FALSE,861000,861000,TRUE,9,9,TRUE,9,9,5.935004,0.152443,0.814626,0.698938,,,,,,,
Proverbs,10,32,Proverbs 10:32,FALSE,383000,383000,TRUE,10,10,TRUE,10,10,5.5832,-0.427711,0.766338,0.631289,,,,,,,
Proverbs,11,1,Proverbs 11:1,FALSE,3850000,3850000,TRUE,9,9,TRUE,9,9,6.585461,1.225102,0.903906,0.824017,,,F290:F319,,,,
Proverbs,11,2,Proverbs 11:2,FALSE,2150000,2150000,TRUE,8,8,TRUE,8,8,6.332439,0.807847,0.869177,0.775363,,,,,,,
Proverbs,11,3,Proverbs 11:3,FALSE,1450000,1450000,TRUE,8,8,TRUE,8,8,6.161368,0.525738,0.845696,0.742467,,,,,,,
Proverbs,11,4,Proverbs 11:4,FALSE,758000,758000,TRUE,9,9,TRUE,9,9,5.87967,0.061193,0.807031,0.688298,,,,,,,
Proverbs,11,5,Proverbs 11:5,FALSE,599000,599000,TRUE,9,9,TRUE,9,9,5.777428,-0.107413,0.792997,0.668638,,,,,,,
Proverbs,11,6,Proverbs 11:6,FALSE,1120000,1120000,TRUE,9,9,TRUE,9,9,6.049218,0.340793,0.830303,0.720901,,,,,,,
Proverbs,11,7,Proverbs 11:7,FALSE,480000,480000,TRUE,10,10,TRUE,10,10,5.681242,-0.266031,0.779795,0.650142,,,,,,,
Proverbs,11,8,Proverbs 11:8,FALSE,399000,399000,TRUE,10,9,TRUE,10,9,5.600974,-0.3984,0.768778,0.634707,,,,,,,
Proverbs,11,9,Proverbs 11:9,FALSE,594000,594000,TRUE,9,9,TRUE,9,9,5.773787,-0.113417,0.792498,0.667937,,,,,,,
Proverbs,11,10,Proverbs 11:10,FALSE,529000,529000,TRUE,8,8,TRUE,8,8,5.723456,-0.196416,0.785589,0.658259,,,,,,,
Proverbs,11,11,Proverbs 11:11,FALSE,768000,768000,TRUE,10,10,TRUE,10,10,5.885362,0.070579,0.807812,0.689393,,,,,,,
Proverbs,11,12,Proverbs 11:12,FALSE,5390000,5390000,FALSE,0,0,FALSE,0,0,0,0,0,0,,,,,,,
Proverbs,11,13,Proverbs 11:13,FALSE,3080000,3080000,TRUE,8,8,TRUE,8,8,6.488551,1.065289,0.890605,0.805382,,,,,,,
Proverbs,11,14,Proverbs 11:14,FALSE,2260000,2260000,TRUE,9,9,TRUE,9,9,6.354109,0.843583,0.872151,0.77953,,,,,,,
Proverbs,11,15,Proverbs 11:15,FALSE,1850000,1850000,TRUE,10,10,TRUE,10,10,6.267172,0.700217,0.860219,0.762812,,,,,,,
Proverbs,11,16,Proverbs 11:16,FALSE,796000,796000,TRUE,9,9,TRUE,9,9,5.900914,0.096226,0.809947,0.692383,,,,,,,
Proverbs,11,17,Proverbs 11:17,FALSE,1320000,1320000,TRUE,10,10,TRUE,10,10,6.120574,0.458465,0.840097,0.734622,,,,,,,
Proverbs,11,18,Proverbs 11:18,FALSE,672000,672000,TRUE,8,7,TRUE,8,7,5.82737,-0.025054,0.799852,0.678241,,,,,,,
Proverbs,11,19,Proverbs 11:19,FALSE,628000,628000,TRUE,10,10,TRUE,10,10,5.79796,-0.073553,0.795816,0.672586,,,,,,,
Proverbs,11,20,Proverbs 11:20,FALSE,618000,618000,TRUE,8,8,TRUE,8,8,5.790989,-0.085049,0.794859,0.671245,,,,,,,
Proverbs,11,21,Proverbs 11:21,FALSE,480000,480000,TRUE,8,8,TRUE,8,8,5.681242,-0.266031,0.779795,0.650142,,,,,,,
Proverbs,11,22,Proverbs 11:22,FALSE,674000,674000,TRUE,8,8,TRUE,8,8,5.828661,-0.022926,0.800029,0.678489,,,,,,,
Proverbs,11,23,Proverbs 11:23,FALSE,692000,692000,TRUE,8,8,TRUE,8,8,5.840107,-0.00405,0.801601,0.68069,,,,,,,
Proverbs,11,24,Proverbs 11:24,FALSE,926000,926000,TRUE,9,9,TRUE,9,9,5.966611,0.204567,0.818964,0.705016,,,,,,,
Proverbs,11,25,Proverbs 11:25,FALSE,1420000,1420000,TRUE,9,9,TRUE,9,9,6.152289,0.510764,0.84445,0.740721,,,,,,,
Proverbs,11,26,Proverbs 11:26,FALSE,916000,916000,TRUE,8,8,TRUE,8,8,5.961896,0.196791,0.818317,0.70411,,,,,,,
Proverbs,11,27,Proverbs 11:27,FALSE,402000,402000,TRUE,9,9,TRUE,9,9,5.604227,-0.393035,0.769224,0.635332,,,,,,,
Proverbs,11,28,Proverbs 11:28,FALSE,1450000,1450000,TRUE,9,9,TRUE,9,9,6.161368,0.525738,0.845696,0.742467,,,,,,,
Proverbs,11,29,Proverbs 11:29,FALSE,508000,508000,TRUE,10,10,TRUE,10,10,5.705865,-0.225427,0.783175,0.654876,,,,,,,
Proverbs,11,30,Proverbs 11:30,FALSE,804000,804000,TRUE,9,9,TRUE,9,9,5.905257,0.103388,0.810543,0.693218,,,,,,,
Proverbs,11,31,Proverbs 11:31,FALSE,351000,351000,TRUE,10,10,TRUE,10,10,5.545308,-0.490197,0.761137,0.624002,,,,,,,
Proverbs,12,1,Proverbs 12:1,FALSE,4200000,4200000,FALSE,0,0,FALSE,0,0,0,0,0,0,,F321:F348,,,,,
Proverbs,12,2,Proverbs 12:2,FALSE,3490000,3490000,TRUE,9,9,TRUE,9,9,6.542826,1.154793,0.898054,0.815819,,,,,,,
Proverbs,12,3,Proverbs 12:3,FALSE,1210000,1210000,TRUE,9,9,TRUE,9,9,6.082786,0.396148,0.83491,0.727356,,,,,,,
Proverbs,12,4,Proverbs 12:4,FALSE,896000,896000,TRUE,8,8,TRUE,8,8,5.952308,0.18098,0.817001,0.702266,,,,,,,
Proverbs,12,5,Proverbs 12:5,FALSE,680000,680000,TRUE,9,9,TRUE,9,9,5.83251,-0.016578,0.800558,0.679229,,,,,,,
Proverbs,12,6,Proverbs 12:6,FALSE,803000,803000,TRUE,9,9,TRUE,9,9,5.904716,0.102496,0.810469,0.693114,,,,,,,
Proverbs,12,7,Proverbs 12:7,FALSE,893000,893000,TRUE,8,8,TRUE,8,8,5.950852,0.178578,0.816801,0.701986,,,,,,,
Proverbs,12,8,Proverbs 12:8,FALSE,501000,501000,TRUE,9,9,TRUE,9,9,5.699839,-0.235364,0.782348,0.653718,,,,,,,
Proverbs,12,9,Proverbs 12:9,FALSE,1540000,1540000,TRUE,9,9,TRUE,9,9,6.187521,0.568866,0.849286,0.747496,,,,,,,
Proverbs,12,10,Proverbs 12:10,FALSE,1340000,1340000,TRUE,9,9,TRUE,9,9,6.127105,0.469235,0.840993,0.735878,,,,,,,
Proverbs,12,11,Proverbs 12:11,FALSE,1090000,1090000,TRUE,9,9,TRUE,9,9,6.037427,0.321348,0.828684,0.718634,,,,,,,
Proverbs,12,12,Proverbs 12:12,FALSE,1670000,1670000,TRUE,9,9,TRUE,9,9,6.222717,0.626906,0.854117,0.754264,,,,,,,
Proverbs,12,13,Proverbs 12:13,FALSE,4610000,4610000,TRUE,9,9,TRUE,9,9,6.663701,1.354127,0.914645,0.839062,,,,,,,
Proverbs,12,14,Proverbs 12:14,FALSE,3180000,3180000,TRUE,8,8,TRUE,8,8,6.502427,1.088173,0.892509,0.80805,,,,,,,
Proverbs,12,15,Proverbs 12:15,FALSE,2190000,2190000,TRUE,9,9,TRUE,9,9,6.340444,0.821049,0.870276,0.776902,,,,,,,
Proverbs,12,16,Proverbs 12:16,FALSE,1020000,1020000,TRUE,8,8,TRUE,8,8,6.008601,0.273811,0.824728,0.713091,,,,,,,
Proverbs,12,17,Proverbs 12:17,FALSE,975000,975000,TRUE,9,9,TRUE,9,9,5.989005,0.241496,0.822038,0.709323,,,,,,,
Proverbs,12,18,Proverbs 12:18,FALSE,879000,879000,TRUE,8,8,TRUE,8,8,5.943989,0.167261,0.815859,0.700666,,,,,,,
Proverbs,12,19,Proverbs 12:19,FALSE,774000,774000,TRUE,9,9,TRUE,9,9,5.888742,0.076153,0.808276,0.690042,,,,,,,
Proverbs,12,20,Proverbs 12:20,FALSE,614000,614000,TRUE,9,9,TRUE,9,9,5.788169,-0.0897,0.794472,0.670703,,,,,,,
Proverbs,12,21,Proverbs 12:21,FALSE,1100000,1100000,TRUE,10,10,TRUE,10,10,6.041393,0.327888,0.829229,0.719396,,,,,,,
Proverbs,12,22,Proverbs 12:22,FALSE,1510000,1510000,TRUE,8,8,TRUE,8,8,6.178977,0.554776,0.848113,0.745853,,,,,,,
Proverbs,12,23,Proverbs 12:23,FALSE,396000,396000,TRUE,9,9,TRUE,9,9,5.597696,-0.403805,0.768328,0.634076,,,,,,,
Proverbs,12,24,Proverbs 12:24,FALSE,1180000,1180000,TRUE,9,9,TRUE,9,9,6.071882,0.378168,0.833414,0.725259,,,,,,,
Proverbs,12,25,Proverbs 12:25,FALSE,1060000,1060000,TRUE,10,10,TRUE,10,10,6.025306,0.30136,0.827021,0.716303,,,,,,,
Proverbs,12,26,Proverbs 12:26,FALSE,893000,893000,TRUE,9,9,TRUE,9,9,5.950852,0.178578,0.816801,0.701986,,,,,,,
Proverbs,12,27,Proverbs 12:27,FALSE,387000,387000,TRUE,9,9,TRUE,9,9,5.587712,-0.42027,0.766957,0.632156,,,,,,,
Proverbs,12,28,Proverbs 12:28,FALSE,963000,963000,FALSE,0,0,FALSE,0,0,0,0,0,0,,,,,,,
Proverbs,13,1,Proverbs 13:1,FALSE,2500000,2500000,TRUE,8,8,TRUE,8,8,6.39794,0.915865,0.878168,0.787958,F348:F373,,,,,,
Proverbs,13,2,Proverbs 13:2,FALSE,889000,889000,TRUE,9,9,TRUE,9,9,5.948902,0.175363,0.816534,0.701611,,,,,,,
Proverbs,13,3,Proverbs 13:3,FALSE,2180000,2180000,TRUE,10,10,TRUE,10,10,6.338457,0.817771,0.870003,0.77652,,,,,,,
Proverbs,13,4,Proverbs 13:4,FALSE,3030000,3030000,TRUE,9,9,TRUE,9,9,6.481443,1.053567,0.889629,0.804015,,,,,,,
Proverbs,13,5,Proverbs 13:5,FALSE,1390000,1390000,TRUE,8,8,TRUE,8,8,6.143015,0.495472,0.843177,0.738938,,,,,,,
Proverbs,13,6,Proverbs 13:6,FALSE,495000,495000,TRUE,10,10,TRUE,10,10,5.694606,-0.243993,0.781629,0.652711,,,,,,,
Proverbs,13,7,Proverbs 13:7,FALSE,1020000,1020000,TRUE,7,7,TRUE,7,7,6.008601,0.273811,0.824728,0.713091,,,,,,,
Proverbs,13,8,Proverbs 13:8,FALSE,1050000,1050000,TRUE,10,10,TRUE,10,10,6.02119,0.294571,0.826456,0.715511,,,,,,,
Proverbs,13,9,Proverbs 13:9,FALSE,387000,387000,TRUE,10,10,TRUE,10,10,5.587712,-0.42027,0.766957,0.632156,,,,,,,
